her_name,list_name,list_pos,bloc_name,bloc_start,bloc_end,bloc2_name,bloc2_start,bloc2_end,education,education_year,pol_history,session
Mohamed Lakhdhar Lajili,Mouvement Ennahdha,Tête de liste,Mouvement Ennahdha,2014-12-20,NA,NA,NA,NA,Baccalauréat littéraire au lycée secondaire Abou Kacem Chebbi de Tozeur (1984),1984,Enseignant au lycée secondaire de Houcine Bouzaiene de Gafsa (1988) Enseignant au lycée secondaire de Metlaoui (1989 - 1991),Troisième session parlementaire
Mohamed Lakhdhar Lajili,Mouvement Ennahdha,Tête de liste,Mouvement Ennahdha,2014-12-20,NA,NA,NA,NA,Maitrise en sciences islamiques de l'Université Zitouna de Tunis (1988),1988,Enseignant au lycée secondaire de Houcine Bouzaiene de Gafsa (1988) Enseignant au lycée secondaire de Metlaoui (1989 - 1991),Troisième session parlementaire
Ali Laraiedh,Mouvement Ennahdha,Tête de liste,Mouvement Ennahdha,2014-12-20,NA,NA,NA,NA,Baccalauréat (1976),1976,"Militant au sein du Mouvement de la Tendance Islamique depuis 1977 Président du conseil de la Choura du mouvement Ennahdha (1982 - 1986) Président du bureau politique du mouvement Ennahdha (1988 - 1990) Condamné à mort sous le régime de Habib Bourguiba (1987), gracié par Zine El Abidine Ben Ali puis condamné par le tribunal militaire à quinze ans de prison (1992) Représentant du mouvement Ennahdha dans le collectif du 18 Octobre Ministre de l'intérieur dans le gouvernement de Hamadi Jebali (Décembre 2011 - Mars 2013) Chef du gouvernement tunisien (Mars 2013 - Janvier 2014) Secrétaire Général du mouvement Ennahdha depuis Juillet 2014",Troisième session parlementaire
Ali Laraiedh,Mouvement Ennahdha,Tête de liste,Mouvement Ennahdha,2014-12-20,NA,NA,NA,NA,Diplôme de l'École de la marine marchande de Sousse (1980),1980,"Militant au sein du Mouvement de la Tendance Islamique depuis 1977 Président du conseil de la Choura du mouvement Ennahdha (1982 - 1986) Président du bureau politique du mouvement Ennahdha (1988 - 1990) Condamné à mort sous le régime de Habib Bourguiba (1987), gracié par Zine El Abidine Ben Ali puis condamné par le tribunal militaire à quinze ans de prison (1992) Représentant du mouvement Ennahdha dans le collectif du 18 Octobre Ministre de l'intérieur dans le gouvernement de Hamadi Jebali (Décembre 2011 - Mars 2013) Chef du gouvernement tunisien (Mars 2013 - Janvier 2014) Secrétaire Général du mouvement Ennahdha depuis Juillet 2014",Troisième session parlementaire
Ameur Laraiedh,Mouvement Ennahdha,Tête de liste,Mouvement Ennahdha,2014-12-20,NA,NA,NA,NA,Baccalauréat littéraire au lycée de Tataouine,NA,Elu à l'Assemblée Nationale Constituante sur la liste du mouvement Ennahdha de la circonscription France 1 (2011 - 2014) Président du pôle politique au sein du bureau exécutif du mouvement Ennahdha (2012) Président du Bureau politique du mouvement Ennahdha (2013) Membre du bureau exécutif chargé du dialogue national (2014),Troisième session parlementaire
Ameur Laraiedh,Mouvement Ennahdha,Tête de liste,Mouvement Ennahdha,2014-12-20,NA,NA,NA,NA,Maitrise en sociologie de la Faculté des Lettres et des Sciences Humaines de Tunis,NA,Elu à l'Assemblée Nationale Constituante sur la liste du mouvement Ennahdha de la circonscription France 1 (2011 - 2014) Président du pôle politique au sein du bureau exécutif du mouvement Ennahdha (2012) Président du Bureau politique du mouvement Ennahdha (2013) Membre du bureau exécutif chargé du dialogue national (2014),Troisième session parlementaire
Rim Mahjoub,Afek Tounes,2ème sur la liste,Afek Tounes et l'appel des tunisiens à l'étranger,2015-02-20,NA,NA,NA,NA,,NA, ,Troisième session parlementaire
Rim Mahjoub,Afek Tounes,2ème sur la liste,Afek Tounes et l'appel des tunisiens à l'étranger,2015-02-20,NA,NA,NA,NA,,NA, ,Troisième session parlementaire
Wafa Makhlouf,Mouvement Nidaa Tounes,2ème sur la liste,Mouvement Nidaa Tounes,2014-12-20,NA,NA,NA,NA,Maitrise en finances,NA,Créatrice de son propre projet spécialisé dans la collecte des déchets ménagers et le nettoyage des plages depuis 2003,Troisième session parlementaire
Ahmed Mechergui,Mouvement Ennahdha,Tête de liste,Mouvement Ennahdha,2014-12-20,NA,NA,NA,NA,Baccalauréat en 1991,1991,,Troisième session parlementaire
Ahmed Mechergui,Mouvement Ennahdha,Tête de liste,Mouvement Ennahdha,2014-12-20,NA,NA,NA,NA,Maitrise en philosophie de la faculté des lettres et des sciences humaines de Kairouan (1995),1995,,Troisième session parlementaire
Ahmed Mechergui,Mouvement Ennahdha,Tête de liste,Mouvement Ennahdha,2014-12-20,NA,NA,NA,NA,Master en 2005,2005,,Troisième session parlementaire
Ahmed Mechergui,Mouvement Ennahdha,Tête de liste,Mouvement Ennahdha,2014-12-20,NA,NA,NA,NA,Doctorat sur la métaphysique chez Hegel,NA,,Troisième session parlementaire
Taieb Medni,Mouvement Nidaa Tounes,Tête de liste,Mouvement Nidaa Tounes,2014-12-20,NA,NA,NA,NA,Baccalauréat littéraire au lycée secondaire de Tataouine (1987),1987,Chef de département adjoint à la Banque du Sud (1992 - 1996),Troisième session parlementaire
Taieb Medni,Mouvement Nidaa Tounes,Tête de liste,Mouvement Nidaa Tounes,2014-12-20,NA,NA,NA,NA,Licence en Droit privé de la faculté de droit et des sciences politiques de Tunis (1992),1992,Chef de département adjoint à la Banque du Sud (1992 - 1996),Troisième session parlementaire
Abdellatif Mekki,Mouvement Ennahdha,Tête de liste,Mouvement Ennahdha,2014-12-20,NA,NA,NA,NA,Baccalauréat en sciences et mathématiques au lycée technique d'El Kef (1981),1981,Médecin,Troisième session parlementaire
Abdellatif Mekki,Mouvement Ennahdha,Tête de liste,Mouvement Ennahdha,2014-12-20,NA,NA,NA,NA,Doctorat en médecine de la Faculté de Médecine ,NA,Médecin,Troisième session parlementaire
Abdellatif Mekki,Mouvement Ennahdha,Tête de liste,Mouvement Ennahdha,2014-12-20,NA,NA,NA,NA,Master en biochimie dynamique à la Faculté des Sciences de Tunis ,NA,Médecin,Troisième session parlementaire
Sana Mersni,Mouvement Ennahdha,2ème sur la liste,Mouvement Ennahdha,2014-12-20,NA,NA,NA,NA,Baccalauréat littéraire au lycée secondaire Khemais Hajri de Jendouba (2003),2003,Avocate - Stagiaire (2010) Assistante Contractuelle d'enseignement supérieur à la Faculté des Sciences Juridiques de Jendouba (2011 - 2012) Avocate auprès de la cour d'appel depuis Mai 2013,Troisième session parlementaire
Sana Mersni,Mouvement Ennahdha,2ème sur la liste,Mouvement Ennahdha,2014-12-20,NA,NA,NA,NA,"Maitrise en droit privé à la Faculté des Sciences Juridiques, Économiques et de Gestion de Jendouba (2007)",2007,Avocate - Stagiaire (2010) Assistante Contractuelle d'enseignement supérieur à la Faculté des Sciences Juridiques de Jendouba (2011 - 2012) Avocate auprès de la cour d'appel depuis Mai 2013,Troisième session parlementaire
Sana Mersni,Mouvement Ennahdha,2ème sur la liste,Mouvement Ennahdha,2014-12-20,NA,NA,NA,NA,Master en Sciences Criminelles à la Faculté de Droit et des Sciences Politiques de Tunis (2009),2009,Avocate - Stagiaire (2010) Assistante Contractuelle d'enseignement supérieur à la Faculté des Sciences Juridiques de Jendouba (2011 - 2012) Avocate auprès de la cour d'appel depuis Mai 2013,Troisième session parlementaire
Sana Mersni,Mouvement Ennahdha,2ème sur la liste,Mouvement Ennahdha,2014-12-20,NA,NA,NA,NA,Préparation d'une thèse de doctorat en droit privé,NA,Avocate - Stagiaire (2010) Assistante Contractuelle d'enseignement supérieur à la Faculté des Sciences Juridiques de Jendouba (2011 - 2012) Avocate auprès de la cour d'appel depuis Mai 2013,Troisième session parlementaire
Lamia Mlayah,Mouvement Nidaa Tounes,7068 voix,Mouvement Nidaa Tounes,2014-12-20,NA,NA,NA,NA,Bachelier en Sciences Biologiques de l'école supérieure d’agronomie (1999),1999,Fonctionnaire au consulat de Tunisie à Bruxelles (service visa et Etat civil),Troisième session parlementaire
Lamia Mlayah,Mouvement Nidaa Tounes,7068 voix,Mouvement Nidaa Tounes,2014-12-20,NA,NA,NA,NA,Master en Science en bio-ingénieur de l'école supérieure d’agronomie (2002),2002,Fonctionnaire au consulat de Tunisie à Bruxelles (service visa et Etat civil),Troisième session parlementaire
Lamia Mlayah,Mouvement Nidaa Tounes,7068 voix,Mouvement Nidaa Tounes,2014-12-20,NA,NA,NA,NA,Diplôme des Etudes Approfondies de la faculté universitaire des sciences agronomiques de Gembloux – FUSAGx (2003),2003,Fonctionnaire au consulat de Tunisie à Bruxelles (service visa et Etat civil),Troisième session parlementaire
Lamia Mlayah,Mouvement Nidaa Tounes,7068 voix,Mouvement Nidaa Tounes,2014-12-20,NA,NA,NA,NA,Doctorat en Sciences agronomiques et Ingénierie biologique de l'Université Libre de Bruxelles (2013),2013,Fonctionnaire au consulat de Tunisie à Bruxelles (service visa et Etat civil),Troisième session parlementaire
Ikram Moulahi,Mouvement Nidaa Tounes,2ème sur la liste,Mouvement Nidaa Tounes,2014-12-20,NA,NA,NA,NA,,NA,,Troisième session parlementaire
Ikram Moulahi,Mouvement Nidaa Tounes,2ème sur la liste,Mouvement Nidaa Tounes,2014-12-20,NA,NA,NA,NA,,NA,,Troisième session parlementaire
Abdelfattah Mourou,Mouvement Ennahdha,Tête de liste,Mouvement Ennahdha,2014-12-20,NA,NA,NA,NA,Baccalauréat au Collège Sadiki (1967),1967,Il a exercé le métier de juge jusqu'en 1977 lorsqu'il devient avocat,Troisième session parlementaire
Abdelfattah Mourou,Mouvement Ennahdha,Tête de liste,Mouvement Ennahdha,2014-12-20,NA,NA,NA,NA,Licence en droit de la faculté de Droit de Tunis (1970),1970,Il a exercé le métier de juge jusqu'en 1977 lorsqu'il devient avocat,Troisième session parlementaire
Abdelfattah Mourou,Mouvement Ennahdha,Tête de liste,Mouvement Ennahdha,2014-12-20,NA,NA,NA,NA,Licence en sciences islamiques (1970),1970,Il a exercé le métier de juge jusqu'en 1977 lorsqu'il devient avocat,Troisième session parlementaire
Noureddine Mrabti,Union Patriotique Libre,Tête de liste,Union Patriotique Libre,2014-12-20,NA,NA,NA,NA,Baccalauréat en Lettres au lycée secondaire d'Al Mhamdia (1997),1997,Enseignant au lycée secondaire Mongi Slim de Siliana (2007) Enseignant au lycée secondaire de Kesra (2010) Enseignant au lycée secondaire Farhat Hached de Makthar (2011),Troisième session parlementaire
Noureddine Mrabti,Union Patriotique Libre,Tête de liste,Union Patriotique Libre,2014-12-20,NA,NA,NA,NA,Maitrise en histoire de la Faculté des Sciences Humaines et Sociales de Tunis - 9 Avril (2002),9,Enseignant au lycée secondaire Mongi Slim de Siliana (2007) Enseignant au lycée secondaire de Kesra (2010) Enseignant au lycée secondaire Farhat Hached de Makthar (2011),Troisième session parlementaire
Noureddine Mrabti,Union Patriotique Libre,Tête de liste,Union Patriotique Libre,2014-12-20,NA,NA,NA,NA,Master en histoire moderne de la Faculté des Sciences Humaines et Sociales de Tunis - 9 Avril (2004),9,Enseignant au lycée secondaire Mongi Slim de Siliana (2007) Enseignant au lycée secondaire de Kesra (2010) Enseignant au lycée secondaire Farhat Hached de Makthar (2011),Troisième session parlementaire
Fatma Mseddi,Mouvement Nidaa Tounes,4ème sur la liste,Mouvement Nidaa Tounes,2014-12-20,2016-01-20,Bloc Al Horra du Mouvement Machrouu Tounes,2016-01-20,NA,Baccalauréat en sciences expérimentales (1998),1998,Chercheur dans le laboratoire de biologie moléculaire et cellulaire parasitaire et fongique dans la faculté de médecine de sfax depuis 2005 Enseignante des travaux pratiques de physiologie humaine et animale à l’institut supérieur de biotechnologie de Sfax sous forme de contrat étudiant-chercheur (2005- 2006) Enseignante des travaux pratiques de physiologie humaine et animale à l’institut supérieur de biotechnologie de Sfax sous forme de contrat étudiant-chercheur (2006- 2007) Enseignante des travaux pratiques de toxicologie à l’institut supérieur de biotechnologie de Sfax sous forme de contrat assistant-contractuel (2011- 2012) Enseignante des travaux pratiques de microbiologie générale et microbiologie alimentaire à l’institut supérieur de biotechnologie de Sfax sous forme de contrat assistant-contractuel (2012- 2013),Troisième session parlementaire
Fatma Mseddi,Mouvement Nidaa Tounes,4ème sur la liste,Mouvement Nidaa Tounes,2014-12-20,2016-01-20,Bloc Al Horra du Mouvement Machrouu Tounes,2016-01-20,NA,Diplôme de premier cycle à l’institut préparatoire aux écoles d’ingénieurs Sfax (2000),2e3,Chercheur dans le laboratoire de biologie moléculaire et cellulaire parasitaire et fongique dans la faculté de médecine de sfax depuis 2005 Enseignante des travaux pratiques de physiologie humaine et animale à l’institut supérieur de biotechnologie de Sfax sous forme de contrat étudiant-chercheur (2005- 2006) Enseignante des travaux pratiques de physiologie humaine et animale à l’institut supérieur de biotechnologie de Sfax sous forme de contrat étudiant-chercheur (2006- 2007) Enseignante des travaux pratiques de toxicologie à l’institut supérieur de biotechnologie de Sfax sous forme de contrat assistant-contractuel (2011- 2012) Enseignante des travaux pratiques de microbiologie générale et microbiologie alimentaire à l’institut supérieur de biotechnologie de Sfax sous forme de contrat assistant-contractuel (2012- 2013),Troisième session parlementaire
Fatma Mseddi,Mouvement Nidaa Tounes,4ème sur la liste,Mouvement Nidaa Tounes,2014-12-20,2016-01-20,Bloc Al Horra du Mouvement Machrouu Tounes,2016-01-20,NA,Maîtrise en science de la vie à la faculté des sciences de Sfax (2002),2002,Chercheur dans le laboratoire de biologie moléculaire et cellulaire parasitaire et fongique dans la faculté de médecine de sfax depuis 2005 Enseignante des travaux pratiques de physiologie humaine et animale à l’institut supérieur de biotechnologie de Sfax sous forme de contrat étudiant-chercheur (2005- 2006) Enseignante des travaux pratiques de physiologie humaine et animale à l’institut supérieur de biotechnologie de Sfax sous forme de contrat étudiant-chercheur (2006- 2007) Enseignante des travaux pratiques de toxicologie à l’institut supérieur de biotechnologie de Sfax sous forme de contrat assistant-contractuel (2011- 2012) Enseignante des travaux pratiques de microbiologie générale et microbiologie alimentaire à l’institut supérieur de biotechnologie de Sfax sous forme de contrat assistant-contractuel (2012- 2013),Troisième session parlementaire
Fatma Mseddi,Mouvement Nidaa Tounes,4ème sur la liste,Mouvement Nidaa Tounes,2014-12-20,2016-01-20,Bloc Al Horra du Mouvement Machrouu Tounes,2016-01-20,NA,Master en biologie moléculaire et cellulaire à la faculté des sciences de Sfax (2004)      ,2004,Chercheur dans le laboratoire de biologie moléculaire et cellulaire parasitaire et fongique dans la faculté de médecine de sfax depuis 2005 Enseignante des travaux pratiques de physiologie humaine et animale à l’institut supérieur de biotechnologie de Sfax sous forme de contrat étudiant-chercheur (2005- 2006) Enseignante des travaux pratiques de physiologie humaine et animale à l’institut supérieur de biotechnologie de Sfax sous forme de contrat étudiant-chercheur (2006- 2007) Enseignante des travaux pratiques de toxicologie à l’institut supérieur de biotechnologie de Sfax sous forme de contrat assistant-contractuel (2011- 2012) Enseignante des travaux pratiques de microbiologie générale et microbiologie alimentaire à l’institut supérieur de biotechnologie de Sfax sous forme de contrat assistant-contractuel (2012- 2013),Troisième session parlementaire
Fatma Mseddi,Mouvement Nidaa Tounes,4ème sur la liste,Mouvement Nidaa Tounes,2014-12-20,2016-01-20,Bloc Al Horra du Mouvement Machrouu Tounes,2016-01-20,NA,Doctorat en sciences biologiques à la faculté des sciences de Sfax (2011),2011,Chercheur dans le laboratoire de biologie moléculaire et cellulaire parasitaire et fongique dans la faculté de médecine de sfax depuis 2005 Enseignante des travaux pratiques de physiologie humaine et animale à l’institut supérieur de biotechnologie de Sfax sous forme de contrat étudiant-chercheur (2005- 2006) Enseignante des travaux pratiques de physiologie humaine et animale à l’institut supérieur de biotechnologie de Sfax sous forme de contrat étudiant-chercheur (2006- 2007) Enseignante des travaux pratiques de toxicologie à l’institut supérieur de biotechnologie de Sfax sous forme de contrat assistant-contractuel (2011- 2012) Enseignante des travaux pratiques de microbiologie générale et microbiologie alimentaire à l’institut supérieur de biotechnologie de Sfax sous forme de contrat assistant-contractuel (2012- 2013),Troisième session parlementaire
Lotfi Nabli,Mouvement Nidaa Tounes,5ème sur la liste,Mouvement Nidaa Tounes,2014-12-20,NA,NA,NA,NA,Baccalauréat en sciences et mathématiques au lycée secondaire Alaoui (1976),1976,Technicien en télécommunication de l'Institut National de la Météorologie (1979) Assistant de l'enseignement supérieur à l'Ecole Nationale d'Ingénieurs de Monastir (1992) Chef de projet et directeur de services centraux au centre sectoriel de formation en électronique de Sousse (2007) Maitre assistant de l'enseignement supérieur à l'Ecole Nationale d'Ingénieurs de Monastir (2007) Maitre de conférences de l'enseignement supérieur à l'Ecole Nationale d'Ingénieurs de Monastir (2011),Troisième session parlementaire
Lotfi Nabli,Mouvement Nidaa Tounes,5ème sur la liste,Mouvement Nidaa Tounes,2014-12-20,NA,NA,NA,NA,Diplôme de technicien en télécommunication de l'Ecole d'Aviation Civile de Borj El Amri (1978),1978,Technicien en télécommunication de l'Institut National de la Météorologie (1979) Assistant de l'enseignement supérieur à l'Ecole Nationale d'Ingénieurs de Monastir (1992) Chef de projet et directeur de services centraux au centre sectoriel de formation en électronique de Sousse (2007) Maitre assistant de l'enseignement supérieur à l'Ecole Nationale d'Ingénieurs de Monastir (2007) Maitre de conférences de l'enseignement supérieur à l'Ecole Nationale d'Ingénieurs de Monastir (2011),Troisième session parlementaire
Lotfi Nabli,Mouvement Nidaa Tounes,5ème sur la liste,Mouvement Nidaa Tounes,2014-12-20,NA,NA,NA,NA,Maitrise en sciences techniques de l'Ecole Normale Supérieure de l'Enseignement Technique de Tunis (1989),1989,Technicien en télécommunication de l'Institut National de la Météorologie (1979) Assistant de l'enseignement supérieur à l'Ecole Nationale d'Ingénieurs de Monastir (1992) Chef de projet et directeur de services centraux au centre sectoriel de formation en électronique de Sousse (2007) Maitre assistant de l'enseignement supérieur à l'Ecole Nationale d'Ingénieurs de Monastir (2007) Maitre de conférences de l'enseignement supérieur à l'Ecole Nationale d'Ingénieurs de Monastir (2011),Troisième session parlementaire
Lotfi Nabli,Mouvement Nidaa Tounes,5ème sur la liste,Mouvement Nidaa Tounes,2014-12-20,NA,NA,NA,NA,"Diplôme d'études approfondies en automatique de l'Ecole Normale Supérieure de l'Enseignement Technique de Lille, France (2000)",2e3,Technicien en télécommunication de l'Institut National de la Météorologie (1979) Assistant de l'enseignement supérieur à l'Ecole Nationale d'Ingénieurs de Monastir (1992) Chef de projet et directeur de services centraux au centre sectoriel de formation en électronique de Sousse (2007) Maitre assistant de l'enseignement supérieur à l'Ecole Nationale d'Ingénieurs de Monastir (2007) Maitre de conférences de l'enseignement supérieur à l'Ecole Nationale d'Ingénieurs de Monastir (2011),Troisième session parlementaire
Lotfi Nabli,Mouvement Nidaa Tounes,5ème sur la liste,Mouvement Nidaa Tounes,2014-12-20,NA,NA,NA,NA,"Doctorat en productique, automatique et informatique industrielle de l'Université des Sciences et technologies de Lille, France (2000)",2e3,Technicien en télécommunication de l'Institut National de la Météorologie (1979) Assistant de l'enseignement supérieur à l'Ecole Nationale d'Ingénieurs de Monastir (1992) Chef de projet et directeur de services centraux au centre sectoriel de formation en électronique de Sousse (2007) Maitre assistant de l'enseignement supérieur à l'Ecole Nationale d'Ingénieurs de Monastir (2007) Maitre de conférences de l'enseignement supérieur à l'Ecole Nationale d'Ingénieurs de Monastir (2011),Troisième session parlementaire
Lotfi Nabli,Mouvement Nidaa Tounes,5ème sur la liste,Mouvement Nidaa Tounes,2014-12-20,NA,NA,NA,NA,Diplôme universitaire en génie électrique de l'université de Monastir (2010),2010,Technicien en télécommunication de l'Institut National de la Météorologie (1979) Assistant de l'enseignement supérieur à l'Ecole Nationale d'Ingénieurs de Monastir (1992) Chef de projet et directeur de services centraux au centre sectoriel de formation en électronique de Sousse (2007) Maitre assistant de l'enseignement supérieur à l'Ecole Nationale d'Ingénieurs de Monastir (2007) Maitre de conférences de l'enseignement supérieur à l'Ecole Nationale d'Ingénieurs de Monastir (2011),Troisième session parlementaire
Brahim Nacef,Mouvement Nidaa Tounes,3ème sur la liste,Mouvement Nidaa Tounes,2014-12-20,2016-02-20,Bloc Al Horra du Mouvement Machrouu Tounes,2016-04-20,NA,,NA,"Ancien enseignant universitaire et chercheur à la Faculté de médecine et de pharmacie de Lyon, à la faculté de Pharmacie de Monastir et de Médecine de Tunis.",Troisième session parlementaire
Brahim Nacef,Mouvement Nidaa Tounes,3ème sur la liste,Mouvement Nidaa Tounes,2014-12-20,2016-02-20,Bloc Al Horra du Mouvement Machrouu Tounes,2016-04-20,NA,Doctorat d'Etat en pharmacie,NA,"Ancien enseignant universitaire et chercheur à la Faculté de médecine et de pharmacie de Lyon, à la faculté de Pharmacie de Monastir et de Médecine de Tunis.",Troisième session parlementaire
Brahim Nacef,Mouvement Nidaa Tounes,3ème sur la liste,Mouvement Nidaa Tounes,2014-12-20,2016-02-20,Bloc Al Horra du Mouvement Machrouu Tounes,2016-04-20,NA,Doctorat d'Etat en pharmacie,NA,"Ancien enseignant universitaire et chercheur à la Faculté de médecine et de pharmacie de Lyon, à la faculté de Pharmacie de Monastir et de Médecine de Tunis.",Troisième session parlementaire
Brahim Nacef,Mouvement Nidaa Tounes,3ème sur la liste,Mouvement Nidaa Tounes,2014-12-20,2016-02-20,Bloc Al Horra du Mouvement Machrouu Tounes,2016-04-20,NA,Doctorat d'Etat en pharmacie,NA,"Ancien enseignant universitaire et chercheur à la Faculté de médecine et de pharmacie de Lyon, à la faculté de Pharmacie de Monastir et de Médecine de Tunis.",Troisième session parlementaire
Brahim Nacef,Mouvement Nidaa Tounes,3ème sur la liste,Mouvement Nidaa Tounes,2014-12-20,2016-02-20,Bloc Al Horra du Mouvement Machrouu Tounes,2016-04-20,NA,Doctorat d'Etat en pharmacie,NA,"Ancien enseignant universitaire et chercheur à la Faculté de médecine et de pharmacie de Lyon, à la faculté de Pharmacie de Monastir et de Médecine de Tunis.",Troisième session parlementaire
Hassouna Nasfi,Mouvement Nidaa Tounes,Tête de liste,Mouvement Nidaa Tounes,2014-12-20,2016-02-20,Bloc Al Horra du Mouvement Machrouu Tounes,2016-04-20,NA,,NA,     ,Troisième session parlementaire
Hassouna Nasfi,Mouvement Nidaa Tounes,Tête de liste,Mouvement Nidaa Tounes,2014-12-20,2016-02-20,Bloc Al Horra du Mouvement Machrouu Tounes,2016-04-20,NA,Master en droit des sociétés,NA,     ,Troisième session parlementaire
Hela Omrane,Mouvement Nidaa Tounes,2ème sur la liste,Mouvement Nidaa Tounes,2014-12-20,NA,NA,NA,NA,Baccalauréat en sciences expérimentales (2001),2001,Technicienne supérieure au sein de l'Institut National des Sciences et Technologies de la Mer à Monastir (2005),Troisième session parlementaire
Hela Omrane,Mouvement Nidaa Tounes,2ème sur la liste,Mouvement Nidaa Tounes,2014-12-20,NA,NA,NA,NA,Diplôme universitaire de technologie en biologie industrielle de l'Institut National des Sciences Appliquées et de Technologie de Tunis (2004),2004,Technicienne supérieure au sein de l'Institut National des Sciences et Technologies de la Mer à Monastir (2005),Troisième session parlementaire
Hayet Omri,Mouvement Ennahdha,2ème sur la liste,Mouvement Ennahdha,2014-12-20,NA,NA,NA,NA,Baccalauréat en mathématiques au lycée secondaire de Regueb (2001),2001,Assistante contractuelle à l'Institut National des Sciences Appliquées et de Technologie (2011 - 2014),Troisième session parlementaire
Hayet Omri,Mouvement Ennahdha,2ème sur la liste,Mouvement Ennahdha,2014-12-20,NA,NA,NA,NA,Diplôme d'ingénieur national en chimie industrielle de l'Institut National des Sciences Appliquées et de Technologie (2007),2007,Assistante contractuelle à l'Institut National des Sciences Appliquées et de Technologie (2011 - 2014),Troisième session parlementaire
Hayet Omri,Mouvement Ennahdha,2ème sur la liste,Mouvement Ennahdha,2014-12-20,NA,NA,NA,NA,Master en chimie industrielle de l'Institut National des Sciences Appliquées et de Technologie (2008),2008,Assistante contractuelle à l'Institut National des Sciences Appliquées et de Technologie (2011 - 2014),Troisième session parlementaire
Hayet Omri,Mouvement Ennahdha,2ème sur la liste,Mouvement Ennahdha,2014-12-20,NA,NA,NA,NA,Doctorat en chimie appliquée de l'Institut National des Sciences Appliquées et de Technologie (2013),2013,Assistante contractuelle à l'Institut National des Sciences Appliquées et de Technologie (2011 - 2014),Troisième session parlementaire
Leila Oueslati,Mouvement Ennahdha,2ème sur la liste,Mouvement Ennahdha,2014-12-20,NA,NA,NA,NA,"Baccalauréat sciences et mathématiques au lycée secondaire Nasrallah, Kairouan (1983)",1983,Enseignante au lycée secondaire de Chorbane (1991) Enseignante principale au lycée secondaire de Essouassi (2009),Troisième session parlementaire
Leila Oueslati,Mouvement Ennahdha,2ème sur la liste,Mouvement Ennahdha,2014-12-20,NA,NA,NA,NA,Maitrise en sciences naturelles de la faculté des sciences de Tunis (1990),1990,Enseignante au lycée secondaire de Chorbane (1991) Enseignante principale au lycée secondaire de Essouassi (2009),Troisième session parlementaire
Leila Ouled Ali,Mouvement Nidaa Tounes,Tête de liste,Mouvement Nidaa Tounes,2014-12-20,2017-04-20,Bloc National,2017-05-20,NA,"Baccalauréat, section Math (1984), Lycée 2 mars El wardia ",1984,"Vive président du département d'étude et de planification, Agence national pour la maîtrise de l'énergie (2001-2006).  Coordinatrice du comité chargé de la gestion et le suivi financier du Fonds national pour la maîtrise de l'énergie, l'Agence nationale pour la maîtrise de l'énergie en 2007 Directrice exécutive du Centre méditerranéen des énergies renouvelables (2008-2013)
 Directrice générale des affaires de la femme et de la famille, ministère de la femme, de la famille, de l'enfance et des personnes âgées (2010)  Coordinatrice national du projet de l'emploi vert, Nations Unies (UNOPS) 2014",Troisième session parlementaire
Leila Ouled Ali,Mouvement Nidaa Tounes,Tête de liste,Mouvement Nidaa Tounes,2014-12-20,2017-04-20,Bloc National,2017-05-20,NA,Maitrise en sciences économiques,NA,"Vive président du département d'étude et de planification, Agence national pour la maîtrise de l'énergie (2001-2006).  Coordinatrice du comité chargé de la gestion et le suivi financier du Fonds national pour la maîtrise de l'énergie, l'Agence nationale pour la maîtrise de l'énergie en 2007 Directrice exécutive du Centre méditerranéen des énergies renouvelables (2008-2013)
 Directrice générale des affaires de la femme et de la famille, ministère de la femme, de la famille, de l'enfance et des personnes âgées (2010)  Coordinatrice national du projet de l'emploi vert, Nations Unies (UNOPS) 2014",Troisième session parlementaire
Leila Ouled Ali,Mouvement Nidaa Tounes,Tête de liste,Mouvement Nidaa Tounes,2014-12-20,2017-04-20,Bloc National,2017-05-20,NA,Diplôme d'études approfondies en direction de projets,NA,"Vive président du département d'étude et de planification, Agence national pour la maîtrise de l'énergie (2001-2006).  Coordinatrice du comité chargé de la gestion et le suivi financier du Fonds national pour la maîtrise de l'énergie, l'Agence nationale pour la maîtrise de l'énergie en 2007 Directrice exécutive du Centre méditerranéen des énergies renouvelables (2008-2013)
 Directrice générale des affaires de la femme et de la famille, ministère de la femme, de la famille, de l'enfance et des personnes âgées (2010)  Coordinatrice national du projet de l'emploi vert, Nations Unies (UNOPS) 2014",Troisième session parlementaire
Leila Ouled Ali,Mouvement Nidaa Tounes,Tête de liste,Mouvement Nidaa Tounes,2014-12-20,2017-04-20,Bloc National,2017-05-20,NA,Certificat de l'Institut de Défense Nationale,NA,"Vive président du département d'étude et de planification, Agence national pour la maîtrise de l'énergie (2001-2006).  Coordinatrice du comité chargé de la gestion et le suivi financier du Fonds national pour la maîtrise de l'énergie, l'Agence nationale pour la maîtrise de l'énergie en 2007 Directrice exécutive du Centre méditerranéen des énergies renouvelables (2008-2013)
 Directrice générale des affaires de la femme et de la famille, ministère de la femme, de la famille, de l'enfance et des personnes âgées (2010)  Coordinatrice national du projet de l'emploi vert, Nations Unies (UNOPS) 2014",Troisième session parlementaire
Imed Ouled Jebril,Mouvement Nidaa Tounes,3ème sur la liste,Mouvement Nidaa Tounes,2014-12-20,NA,NA,NA,NA,Master en sciences culturelles spécialité théâtre et arts scéniques,NA,,Troisième session parlementaire
